contig_53 10958 11137
contig_54 65321 65504
contig_56 3 236
contig_57 1 234
contig_57 32059 32244
contig_58 20020 20907
contig_6 1 222
contig_6 18101 18193
contig_6 22533 22898
contig_6 32225 32476
contig_6 56986 57169
contig_60 301 855
contig_60 71485 71670
contig_60 77574 78197
contig_62 18261 18419
contig_62 20589 20822
contig_63 57976 58191
contig_64 1 234
contig_64 5340 5524
contig_65 2 235
contig_65 4876 5796
contig_67 340 966
contig_67 6754 7266
contig_67 10526 10768
contig_67 10761 11060
contig_67 11227 11417
contig_68 1 234
contig_68 3783 4031
contig_68 6047 6277
contig_68 20481 21269
contig_68 27220 27528
contig_68 29118 29366
contig_69 2 223
contig_69 25845 26028
contig_7 375 656
contig_7 9438 10319
contig_7 68902 69081
contig_7 73076 73597
contig_7 100611 100791
contig_70 11999 12176
contig_73 498 932
contig_73 17746 18006
contig_74 2 235
contig_74 35455 35638
contig_75 1 237
contig_76 1 237
contig_76 15400 15876
contig_76 36640 37137
contig_76 55441 56058
contig_76 64976 65158
contig_77 2 238
contig_79 10334 10582
contig_79 11701 12375
contig_79 17770 17947
contig_8 11725 11928
contig_80 3 236
contig_80 11906 12127
contig_80 16787 17110
contig_81 7238 7447
contig_81 13903 14187
contig_84 1105 1659
contig_84 11372 12331
contig_84 20210 20390
contig_87 2 235
contig_87 295 453
contig_88 13832 14830
contig_88 22195 22731
contig_89 4027 4266
contig_89 9654 9840
contig_9 1 237
contig_9 29219 30241
contig_9 96733 96927
contig_91 285 713
contig_91 13719 14072
contig_91 25847 26030
contig_92 1 234
contig_92 2092 2379
contig_92 11223 11564
contig_93 8649 8835
contig_94 3 236
contig_95 1 237
contig_95 2683 2973
contig_96 26100 26283
contig_97 35692 36342
contig_98 2 238
contig_98 9020 9340
contig_98 11296 11490
contig_98 11928 12380
contig_98 49424 49608
contig_99 26261 26518
contig_99 28500 29009
contig_99 37003 37183
