contig_1 1819 2256
contig_1 19327 19497
contig_10 38185 38427
contig_100 3297 4217
contig_100 4852 5172
contig_100 6510 7088
contig_101 10656 11099
contig_103 1 237
contig_103 510 794
contig_103 7344 7739
contig_103 10114 10539
contig_103 11735 12154
contig_104 11034 11276
contig_105 1 225
contig_105 8617 8798
contig_109 1 234
contig_11 12262 12525
contig_11 19342 19523
contig_110 223 411
contig_111 1595 2125
contig_111 26061 26615
contig_111 46767 46946
contig_112 1628 1870
contig_112 18645 18815
contig_113 2 235
contig_116 211 516
contig_116 26992 27300
contig_117 1 234
contig_117 8009 8509
contig_118 2 235
contig_118 39791 40114
contig_119 2 232
contig_12 2 238
contig_12 35424 35600
contig_120 3 239
contig_120 7193 7705
contig_120 8297 9541
contig_120 9531 9950
contig_121 46933 47118
contig_122 1 234
contig_123 1 234
contig_123 3244 3425
contig_124 3985 4275
contig_129 1 234
contig_129 651 1010
contig_129 3594 3881
contig_129 6489 7376
contig_129 7447 7920
contig_13 3 233
contig_13 8973 9494
contig_13 14540 14761
contig_130 3910 4320
contig_138 1 237
contig_139 1568 1783
contig_14 3 233
contig_14 264 1085
contig_14 23163 24065
contig_14 33068 33277
contig_14 73228 73746
contig_143 7541 7727
contig_144 1661 1849
contig_144 6043 6258
contig_144 10411 11316
contig_144 14614 14800
contig_145 2 205
contig_149 8022 9149
contig_15 3 236
contig_15 362 550
contig_15 17426 17704
contig_151 2 235
contig_152 208 1440
contig_152 3076 3256
contig_161 5006 6088
contig_163 1 234
contig_163 15889 16071
contig_167 326 511
contig_167 1116 1307
contig_167 3064 3714
contig_167 3915 4121
contig_17 2 235
contig_17 32570 33718
contig_17 33718 34983
contig_17 36030 37751
contig_17 55715 56026
contig_17 60405 60659
contig_17 66282 66395
contig_17 87686 87895
contig_17 128000 128311
contig_17 156842 156973
contig_170 7940 8120
contig_172 656 1567
contig_172 4439 4622
contig_174 8969 9155
contig_18 1 234
contig_18 35366 35602
contig_18 50377 50667
contig_185 1 234
contig_185 3703 3889
contig_19 5407 5661
contig_19 5654 5923
contig_22 14245 14427
contig_22 31370 31615
contig_22 80337 80549
contig_23 4055 5035
contig_23 9167 10423
contig_23 10473 10757
contig_23 10754 10942
contig_25 19674 19916
contig_25 26032 26220
contig_25 26916 27113
contig_25 28427 28663
contig_25 28632 28961
contig_25 33774 34274
contig_25 35868 36155
contig_25 37360 38010
contig_25 45022 45228
contig_25 49668 49883
contig_25 50559 50786
contig_25 54567 54863
contig_25 121411 121587
contig_26 3560 3760
contig_26 6693 7268
contig_26 19849 20034
contig_27 1 237
contig_27 46641 47108
contig_28 4127 5047
contig_28 19426 19632
contig_28 21470 21655
contig_287 464 890
contig_29 2841 3062
contig_3 2 226
contig_3 4147 5772
contig_3 41583 41767
contig_30 1 231
contig_30 22049 22570
contig_30 77010 77192
contig_30 80306 80569
contig_30 88023 88592
contig_30 89975 90694
contig_30 100524 100751
contig_31 2785 3138
contig_31 15526 15714
contig_31 19547 19894
contig_31 22268 22780
contig_31 23267 23512
contig_32 3 236
contig_32 40493 40672
contig_32 125439 125741
contig_32 125886 126305
contig_32 133998 134555
contig_32 152685 153146
contig_32 264862 265047
contig_33 68072 68338
contig_33 102559 102792
contig_34 1 234
contig_34 43020 43202
contig_35 3 233
contig_35 23913 24146
contig_35 52633 52818
contig_36 2 235
contig_36 321 497
contig_36 80884 81078
contig_36 83372 83555
contig_38 1 234
contig_39 5908 6498
contig_39 67561 67968
contig_4 1 234
contig_4 48142 48321
contig_4 68311 68664
contig_4 81971 82738
contig_4 86422 86655
contig_40 5241 5642
contig_40 16481 16667
contig_41 45126 45959
contig_41 48385 48708
contig_42 68680 69324
contig_42 69680 69868
contig_42 71578 71859
contig_42 71871 72089
contig_42 74947 75432
contig_42 76748 76930
contig_42 76927 77187
contig_42 77177 77521
contig_42 77887 78345
contig_42 78329 78550
contig_42 95670 95855
contig_44 16792 18009
contig_44 19451 19837
contig_44 19853 20461
contig_44 20633 21799
contig_44 22274 22573
contig_44 26652 26838
contig_48 607 1323
contig_48 1385 2089
contig_5 1 231
contig_5 3349 3816
contig_5 3820 4752
contig_5 6059 6295
contig_5 15417 15845
contig_51 2492 2851
contig_52 362 742
contig_52 20383 20655
contig_52 61474 61764
contig_52 73889 74257
contig_52 80642 80842
contig_52 136144 136500
contig_52 136509 136784
