contig_18 9337 9498
contig_18 54703 54975
contig_185 2477 2626
contig_2 29805 29975
contig_2 36172 36378
contig_2 51689 51904
contig_2 52031 52129
contig_2 63519 63689
contig_2 64533 64709
contig_2 70415 70690
contig_2 74010 74138
contig_2 79152 79934
contig_2 91082 91180
contig_22 8927 9040
contig_22 32372 32476
contig_22 41323 41403
contig_22 62659 62733
contig_22 63039 63140
contig_22 66113 66265
contig_22 70802 70927
contig_22 72149 72697
contig_22 72844 73131
contig_22 76767 76952
contig_22 81021 81218
contig_22 82295 82435
contig_22 83750 83881
contig_22 84068 84241
contig_25 26679 26831
contig_25 27390 28190
contig_25 38015 40216
contig_25 47676 48278
contig_25 55473 56015
contig_25 57772 57966
contig_25 59407 59625
contig_25 63225 63287
contig_25 63396 63689
contig_25 110858 111052
contig_25 132958 133362
contig_26 16309 16512
contig_26 18307 18387
contig_27 11423 11605
contig_27 16262 16450
contig_27 19104 19460
contig_27 58978 59205
contig_27 59448 59825
contig_28 8012 8086
contig_29 710 772
contig_29 14697 14846
contig_3 21305 21457
contig_3 21817 22473
contig_3 29764 30072
contig_30 959 1132
contig_30 13198 13374
contig_30 13984 14055
contig_30 16513 16782
contig_30 22609 23079
contig_30 43404 43493
contig_30 47963 48229
contig_30 48986 49180
contig_30 54297 54635
contig_30 58683 58826
contig_30 73371 74228
contig_30 74239 75078
contig_30 78891 79088
contig_31 4128 4250
contig_31 6066 6134
contig_31 8194 8625
contig_31 14205 14324
contig_31 14414 14524
contig_31 33590 33784
contig_31 38525 38752
contig_31 40072 40215
contig_31 51730 51849
contig_31 79215 80054
contig_32 10917 11009
contig_32 27923 28081
contig_32 29348 29533
contig_32 42712 42798
contig_32 72399 72512
contig_32 107587 107781
contig_32 109733 110614
contig_32 111018 111371
contig_32 117448 117828
contig_32 186786 187088
contig_32 230040 230252
contig_32 236842 237006
contig_32 254936 255106
contig_32 271207 272214
contig_32 272267 272572
contig_32 276112 276288
contig_33 57621 57782
contig_33 69096 69221
contig_33 71587 71763
contig_33 71929 72186
contig_33 72301 72564
contig_33 76059 76136
contig_33 76203 76391
contig_33 86852 86965
contig_33 113289 113576
contig_34 24784 25569
contig_34 31604 31918
contig_34 32623 32703
contig_34 42407 42721
contig_35 8527 8772
contig_35 39181 39411
contig_35 39973 40185
contig_35 42143 42250
contig_35 43343 43885
contig_35 45112 45273
contig_35 47392 47589
contig_36 34499 34549
contig_36 51440 51613
contig_36 73278 73472
contig_36 75631 75834
contig_36 77512 77622
contig_38 1815 3014
contig_39 11355 11462
contig_39 49023 49682
contig_39 52805 52897
contig_4 15935 16090
contig_4 18692 18946
contig_4 22641 23135
contig_4 23859 24071
contig_4 37741 37974
contig_4 42275 42454
contig_4 43008 43334
contig_4 49484 49669
contig_4 51329 51589
contig_4 63495 63824
contig_40 10918 11085
contig_42 2000 2119
contig_42 19790 20122
contig_42 21988 22146
contig_42 24750 24821
contig_42 26010 26150
contig_42 62256 62408
contig_42 87712 88002
contig_42 88270 88419
contig_42 92315 92536
contig_42 93879 93980
contig_42 108458 108646
contig_43 1899 2411
contig_43 3788 3937
contig_43 4931 5182
contig_48 418 579
contig_5 815 2332
contig_5 11771 11944
contig_5 17082 17222
contig_5 18244 18486
contig_5 19990 20613
contig_5 23480 23614
contig_5 24211 24489
contig_5 25666 26202
contig_5 29977 30144
contig_5 36955 37026
contig_5 41101 41514
contig_5 42163 42336
contig_5 49221 49298
contig_5 51504 51566
contig_5 52098 52535
contig_5 60409 60498
contig_50 8723 8983
contig_50 8987 9481
contig_50 9878 10318
contig_50 16198 16476
contig_50 35790 35864
contig_50 37583 37744
contig_52 25354 25602
contig_52 35945 36070
contig_52 44667 44723
contig_52 46087 46245
contig_52 54149 54265
contig_52 55734 56135
contig_52 69178 69228
contig_52 83756 83875
contig_52 84266 84655
contig_52 103326 103511
contig_52 104539 104724
contig_52 124698 125012
contig_52 128954 130249
contig_52 130252 130692
contig_52 138313 138507
contig_53 16578 16685
contig_53 51412 51537
contig_54 14134 14274
contig_54 16196 16288
contig_54 19519 19647
contig_54 24548 25153
contig_54 30975 31136
contig_54 31146 31217
contig_54 38361 38498
contig_54 51560 51685
contig_54 53066 53251
contig_54 62551 62697
contig_55 10349 10480
contig_55 18244 18501
contig_56 4825 4977
contig_56 6201 6326
contig_56 18161 18268
contig_56 27368 27460
contig_56 30406 30540
contig_57 2770 2835
contig_57 9794 9889
contig_57 11545 11748
contig_58 1764 1952
contig_58 2290 2571
contig_58 10063 10182
contig_58 11329 11457
contig_58 16299 16481
contig_59 369 500
contig_6 4035 4157
contig_6 4166 4393
contig_6 5489 5608
contig_6 11745 11900
contig_6 41496 41615
contig_6 54634 54708
contig_60 845 907
contig_60 7011 7316
contig_60 15114 15257
contig_60 16623 16745
contig_60 24308 24397
contig_60 46574 46891
contig_60 53285 53398
contig_60 62480 62569
contig_60 63029 63244
contig_60 63743 63913
contig_62 138 5366
contig_63 24057 24800
contig_63 27070 27297
contig_63 28439 28633
contig_63 41628 41876
contig_63 47203 47301
contig_63 53464 53640
contig_63 63035 64891
contig_64 3834 4013
contig_65 6469 6681
contig_67 4687 4770
contig_68 1041 1142
contig_68 12134 12262
contig_69 480 617
contig_69 6844 7482
contig_7 7524 8390
contig_7 8393 9223
contig_7 57521 57745
contig_7 75233 75448
contig_7 81906 82016
contig_7 97362 97643
contig_70 11493 11966
contig_71 3524 3745
contig_71 10732 10950
contig_71 18743 19030
contig_72 17295 17456
contig_72 27391 29310
contig_73 14144 14401
contig_73 17433 17537
contig_73 23180 23551
contig_74 16422 16559
contig_75 5665 5961
contig_75 6001 6360
contig_75 18517 18615
contig_75 20029 20112
contig_75 20655 20732
contig_75 20946 21146
contig_75 21519 21689
contig_75 22229 22468
contig_75 24750 25202
contig_75 32992 33219
contig_75 33353 33553
contig_75 34401 34622
contig_76 5732 5857
contig_77 6935 7006
contig_77 7688 7783
contig_77 8994 9164
contig_77 9613 9747
contig_77 11569 11646
contig_77 14345 14527
contig_77 28441 28638
contig_8 2685 2801
contig_8 34049 34312
contig_8 35855 36094
contig_80 31297 31746
contig_80 33773 33874
contig_80 42696 42815
contig_80 46173 46232
contig_81 21493 21696
contig_81 27888 28139
contig_81 28320 28484
contig_83 383 1375
contig_83 3972 4214
contig_84 586 795
contig_84 3089 3223
contig_84 18558 18701
contig_84 19519 19611
contig_87 4513 4731
contig_87 15528 15665
contig_87 19728 19835
contig_87 22111 22338
contig_87 23727 23987
contig_88 969 1055
contig_88 23569 23742
contig_88 25608 25805
contig_89 7831 8466
contig_9 24578 24856
contig_9 68989 69321
contig_9 88930 89037
contig_9 99995 100204
contig_9 105764 105832
contig_9 106174 106494
contig_91 6961 7089
contig_91 12993 13154
contig_91 25291 25797
contig_93 8401 8511
contig_95 3988 8292
contig_96 217 1701
contig_96 7773 7850
contig_96 9333 9611
contig_96 12320 13030
contig_96 13033 13182
contig_96 25768 26067
contig_97 35442 35603
contig_97 47395 47484
contig_98 2628 2789
contig_98 14350 14517
contig_98 14662 14784
contig_98 15250 15363
contig_98 22399 22611
contig_98 37793 37951
contig_98 43276 43470
contig_98 45516 45950
contig_99 35082 35339
